topic0|287.41412270162255|0.04980694053297201
topic1|230.1609388059005|0.03988534761049089
topic2|400.3402509232983|0.06937628145500745
topic3|166.69599503744394|0.028887298348014324
topic4|291.4652368761599|0.050508971459242574
topic5|203.36728381644934|0.03524218683545139
topic6|274.88621775154024|0.04763593859685889
topic7|219.15105658303946|0.03797740883561603
topic8|257.4936872301623|0.0446219296635001
topic9|324.54789563361555|0.056241974423455986
topic10|718.8925863467157|0.12457926549050255
topic11|270.60853439942|0.046894644751117286
topic12|368.93931415770203|topic eliminated
topic13|388.02138016186655|0.0672415037423445
topic14|193.6493442999199|0.03355813306991919
topic15|264.77972242143005|0.0458845507138559
topic16|247.36490353103727|0.04286667935557635
topic17|339.1038182741031|0.05876441822873115
topic18|213.91822224110365|0.03707059372702701
topic19|311.7609288170934|0.05402607880273599
topic20|203.2349690515548|topic eliminated
topic21|166.94156720116735|0.028929854357580432
topic22|308.2297878488898|topic eliminated
