topic0,31.39620411,0.043130822,,4.313082245
topic1,30.13811235,0.041402507,,4.14025074
topic2,63.06124072,0.086630956,,8.663095601
topic3,24.0872235,0.033090044,,3.309004352
topic4,35.61687364,0.048929006,,4.892900581
topic5,20.58455277,0.028278218,,2.827821757
topic6,26.37667929,0.036235204,,3.623520434
topic7,26.10532506,0.035862429,,3.586242898
topic8,30.27882844,0.041595817,,4.159581741
topic9,45.4100007,0.062382404,,6.238240365
topic10,90.3776594,0.124157136,,12.41571359
topic11,36.80662792,0.050563442,,5.056344163
topic12,42.54597199,topic eliminated,,#VALUE!
topic13,47.36073143,0.065062238,,6.506223783
topic14,23.31341307,0.032027014,,3.202701437
topic15,32.92306023,0.045228355,,4.522835501
topic16,37.55292984,0.051588681,,5.158868072
topic17,46.27223559,0.063566907,,6.356690671
topic18,25.67509731,0.0352714,,3.527139968
topic19,33.6479796,0.04622422,,4.622421963
topic20,25.26521747,topic eliminated,,#VALUE!
topic21,20.94486614,0.028773201,,2.877320135
topic22,38.89333004,topic eliminated,,#VALUE!
